"name","type","url","dataset_DOI","description","published_at","publisher","citationHtml","identifier_of_dataverse","name_of_dataverse","citation","storageIdentifier","keywords","subjects","fileCount","versionId","versionState","majorVersion","minorVersion","createdAt","updatedAt","contacts","publications","producers","geographicCoverage","authors","dataSources","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands","dataset","https://doi.org/10.57745/057IQD","doi:10.57745/057IQD","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique G Fleuves côtiers haut normands Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-03T17:50:12Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : G Fleuves c&ocirc;tiers haut normands"", <a href=""https://doi.org/10.57745/057IQD"" target=""_blank"">https://doi.org/10.57745/057IQD</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands"", https://doi.org/10.57745/057IQD, Recherche Data Gouv, V1","inrae://10.57745/057IQD","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",21,274982,"RELEASED",1,0,"2024-11-30T17:56:37Z","2024-12-03T17:50:12Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",41,15,21,1,4182316,0.004
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : K Loire","dataset","https://doi.org/10.57745/FQF2MF","doi:10.57745/FQF2MF","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique K Loire Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T10:28:15Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : K Loire"", <a href=""https://doi.org/10.57745/FQF2MF"" target=""_blank"">https://doi.org/10.57745/FQF2MF</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : K Loire"", https://doi.org/10.57745/FQF2MF, Recherche Data Gouv, V1","inrae://10.57745/FQF2MF","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",378,274974,"RELEASED",1,0,"2024-11-30T17:23:23Z","2024-12-09T10:28:15Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",439,36,381,4,63681289,0.059
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : O Garonne","dataset","https://doi.org/10.57745/G9GFIO","doi:10.57745/G9GFIO","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique O Garonne Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T15:40:44Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : O Garonne"", <a href=""https://doi.org/10.57745/G9GFIO"" target=""_blank"">https://doi.org/10.57745/G9GFIO</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : O Garonne"", https://doi.org/10.57745/G9GFIO, Recherche Data Gouv, V1","inrae://10.57745/G9GFIO","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",394,274968,"RELEASED",1,0,"2024-11-30T17:01:36Z","2024-12-09T15:40:44Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",1316,52,1191,11,64556334,0.06
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : K Loire","dataset","https://doi.org/10.57745/SNGXVN","doi:10.57745/SNGXVN","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique K Loire Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2024-07-06T16:55:00Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : K Loire"", <a href=""https://doi.org/10.57745/SNGXVN"" target=""_blank"">https://doi.org/10.57745/SNGXVN</a>, Recherche Data Gouv, V3","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : K Loire"", https://doi.org/10.57745/SNGXVN, Recherche Data Gouv, V3","inrae://10.57745/SNGXVN","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",371,275590,"RELEASED",3,1,"2024-06-25T22:55:09Z","2025-01-23T12:54:06Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","Explore2","","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","",8677,267,6785,102,1060163867,0.987
"Ensemble des fiches incertitudes des modèles hydrologiques de surface du projet Explore2","dataset","https://doi.org/10.57745/3LP5EN","doi:10.57745/3LP5EN","Ensemble des jeux de donnée par région hydrologique des fiche descriptives des incertitudes du projet Explore2 aux points de simulation Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-03T17:49:00Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Ensemble des fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2"", <a href=""https://doi.org/10.57745/3LP5EN"" target=""_blank"">https://doi.org/10.57745/3LP5EN</a>, Recherche Data Gouv, V2, UNF:6:g1WT+TGr7so2K4gvs+IvyA== [fileUNF]","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Ensemble des fiches incertitudes des modèles hydrologiques de surface du projet Explore2"", https://doi.org/10.57745/3LP5EN, Recherche Data Gouv, V2, UNF:6:g1WT+TGr7so2K4gvs+IvyA== [fileUNF]","inrae://10.57745/3LP5EN","fiches incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; climate change; adaptation au changement climatique; climate change mitigation","Earth and Environmental Sciences",2,276691,"RELEASED",2,2,"2024-12-03T16:46:23Z","2025-03-25T09:36:27Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",82,43,8,4,34930,0
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : X Durance","dataset","https://doi.org/10.57745/IERM1L","doi:10.57745/IERM1L","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique X Durance Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2024-07-06T16:37:30Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : X Durance"", <a href=""https://doi.org/10.57745/IERM1L"" target=""_blank"">https://doi.org/10.57745/IERM1L</a>, Recherche Data Gouv, V3","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : X Durance"", https://doi.org/10.57745/IERM1L, Recherche Data Gouv, V3","inrae://10.57745/IERM1L","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",62,275594,"RELEASED",3,1,"2024-06-25T23:29:34Z","2025-01-23T12:54:41Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","Explore2","","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","",1861,159,1365,68,144068371,0.134
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : R Charente","dataset","https://doi.org/10.57745/KGSOBN","doi:10.57745/KGSOBN","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique R Charente Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2024-07-06T16:37:54Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : R Charente"", <a href=""https://doi.org/10.57745/KGSOBN"" target=""_blank"">https://doi.org/10.57745/KGSOBN</a>, Recherche Data Gouv, V3","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : R Charente"", https://doi.org/10.57745/KGSOBN, Recherche Data Gouv, V3","inrae://10.57745/KGSOBN","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",23,275593,"RELEASED",3,1,"2024-06-25T23:07:01Z","2025-01-23T12:54:37Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","Explore2","","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","",366,71,224,40,48588506,0.045
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : U Saône","dataset","https://doi.org/10.57745/SWFOZG","doi:10.57745/SWFOZG","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique U Saône Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T15:40:39Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : U Sa&ocirc;ne"", <a href=""https://doi.org/10.57745/SWFOZG"" target=""_blank"">https://doi.org/10.57745/SWFOZG</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : U Saône"", https://doi.org/10.57745/SWFOZG, Recherche Data Gouv, V1","inrae://10.57745/SWFOZG","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",238,274969,"RELEASED",1,0,"2024-11-30T17:10:06Z","2024-12-09T15:40:39Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",22,21,0,0,39613081,0.037
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : V Rhône","dataset","https://doi.org/10.57745/NQSGPL","doi:10.57745/NQSGPL","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique V Rhône Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-09T10:29:28Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : V Rh&ocirc;ne"", <a href=""https://doi.org/10.57745/NQSGPL"" target=""_blank"">https://doi.org/10.57745/NQSGPL</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : V Rhône"", https://doi.org/10.57745/NQSGPL, Recherche Data Gouv, V1","inrae://10.57745/NQSGPL","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",291,274975,"RELEASED",1,0,"2024-11-30T17:31:09Z","2024-12-09T10:29:28Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",691,41,610,8,48316063,0.045
"Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : N Fleuves côtiers au sud de la Loire","dataset","https://doi.org/10.57745/BFKNWV","doi:10.57745/BFKNWV","Ensemble de fiche descriptives des incertitudes du projet Explore2 aux points de simulation pour la région hydrologique N Fleuves côtiers au sud de la Loire Accompagnement de lecture des fiches Incertitudes Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Les fiches incertitudes visent à décrire les incertitudes de ces ensembles pour chacun des 3991 points de simulations hydrologiques (surface) obtenus avec la méthode de correction ADAMONT, pour trois indicateurs: QA, QJXA, et QMNA. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des incertitudes.","2024-12-03T17:49:51Z","Explore2 - Fiches synthèses","&Eacute;vin, Guillaume, 2024, ""Fiches incertitudes des mod&egrave;les hydrologiques de surface du projet Explore2 : N Fleuves c&ocirc;tiers au sud de la Loire"", <a href=""https://doi.org/10.57745/BFKNWV"" target=""_blank"">https://doi.org/10.57745/BFKNWV</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Évin, Guillaume, 2024, ""Fiches incertitudes des modèles hydrologiques de surface du projet Explore2 : N Fleuves côtiers au sud de la Loire"", https://doi.org/10.57745/BFKNWV, Recherche Data Gouv, V1","inrae://10.57745/BFKNWV","fiche incertitudes; synthèse graphique; incertitudes; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",65,274986,"RELEASED",1,0,"2024-11-30T18:08:38Z","2024-12-03T17:49:51Z","Évin, Guillaume; INRAE, UMR IGE, Grenoble, France","Accompagnement de lecture des fiches Incertitudes; https://doi.org/10.57745/JUPE21","Explore2","","Évin, Guillaume","",30,14,4,3,11136428,0.01
"Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : W Isère","dataset","https://doi.org/10.57745/FOVAYD","doi:10.57745/FOVAYD","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique W Isère Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","2024-07-06T16:18:15Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Vidal, Jean-Philippe; &Eacute;vin, Guillaume; Sauquet, &Eacute;ric, 2024, ""Fiches de r&eacute;sultats des mod&egrave;les hydrologiques de surface du projet Explore2 : W Is&egrave;re"", <a href=""https://doi.org/10.57745/FOVAYD"" target=""_blank"">https://doi.org/10.57745/FOVAYD</a>, Recherche Data Gouv, V3","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : W Isère"", https://doi.org/10.57745/FOVAYD, Recherche Data Gouv, V3","inrae://10.57745/FOVAYD","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique","Earth and Environmental Sciences",67,275598,"RELEASED",3,1,"2024-06-25T23:29:15Z","2025-01-23T12:55:12Z","Héraut, Louis; INRAE, UR RiverLy, Villeurbanne, France","Notice de lecture des fiches de résultats des modèles hydrologiques de surface; https://doi.org/10.57745/6YNIUF","Explore2","","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric","",1316,138,804,63,154768714,0.144
"Fiches de diagnostic par régime hydrologique des modèles hydrologiques de surface du projet Explore2","dataset","https://doi.org/10.57745/MWHDBL","doi:10.57745/MWHDBL","Un diagnostic des modèles hydrologiques mobilisés dans le projet Explore2 a fait l’objet d’un rapport détaillé (Sauquet et al., 2023). L’objectif n’était pas de mettre en compétition les modèles hydrologiques mais bien d’aider, autant que possible, à faire un choix éclairé sur le groupement de modèles à privilégier pour caractériser le devenir des caractéristiques hydrologiques d’un cours d’eau sous un climat modifié. Ce diagnostic repose sur une sélection de critères numériques qui permettent d’évaluer la capacité des modèles à reconstituer les différentes phases des régimes hydrologiques et à fournir des débits fiables en extrapolation spatiale (en dehors des points d’évaluation). Des fiches de synthèse ont été établies regroupant les résultats aux stations de référence par régime hydrologique : Pluvial modérément contrasté, Pluvial contrasté, Pluvio−nival, Nivo−pluvial, Nival & nivo−glaciaire. Une notice de lecture accompagne ces fiches.","2024-11-04T12:47:23Z","Explore2 - Fiches synthèses","H&eacute;raut, Louis; Sauquet, &Eacute;ric, 2024, ""Fiches de diagnostic par r&eacute;gime hydrologique des mod&egrave;les hydrologiques de surface du projet Explore2"", <a href=""https://doi.org/10.57745/MWHDBL"" target=""_blank"">https://doi.org/10.57745/MWHDBL</a>, Recherche Data Gouv, V1","explore2-fiches_syntheses","Explore2 - Fiches synthèses","Héraut, Louis; Sauquet, Éric, 2024, ""Fiches de diagnostic par régime hydrologique des modèles hydrologiques de surface du projet Explore2"", https://doi.org/10.57745/MWHDBL, Recherche Data Gouv, V1","inrae://10.57745/MWHDBL","fiche diagnostic; hydrologic regime; modélisation hydrologique; synthèse graphique","Earth and Environmental Sciences",6,274661,"RELEASED",1,1,"2024-11-04T11:05:20Z","2024-11-04T13:45:11Z","Sauquet, Éric; INRAE, UR RiverLy, Villeurbanne, France","<a href=""https://doi.org/10.57745/MDHS0D"" rel=""nofollow"" target=""_blank"">Notice de lecture des fiches « diagnostic » des modèles hydrologiques</a>; <a href=""https://doi.org/10.57745/S6PQXD"" rel=""nofollow"" target=""_blank"">Diagnostic des modèles hydrologiques : Des données aux résultats</a>","Explore2","","Héraut, Louis; Sauquet, Éric","",180,79,38,11,3193258,0.003
