"dataset_DOI","url","name","citation","description","identifier_of_dataverse","subjects","keywords","fileCount","createdAt","authors","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"doi:10.57745/LDHEY5","https://doi.org/10.57745/LDHEY5","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : P Dordogne","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : P Dordogne"", https://doi.org/10.57745/LDHEY5, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique P Dordogne Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",93,"2024-06-25T23:12:38Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",685,53,589,11,190611490,0.178
"doi:10.57745/4S1FDU","https://doi.org/10.57745/4S1FDU","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : B Meuse","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : B Meuse"", https://doi.org/10.57745/4S1FDU, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique B Meuse Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",30,"2024-06-25T23:34:27Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",275,34,234,11,61581263,0.057
"doi:10.57745/KGSOBN","https://doi.org/10.57745/KGSOBN","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : R Charente","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : R Charente"", https://doi.org/10.57745/KGSOBN, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique R Charente Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",23,"2024-06-25T23:07:01Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",137,22,106,7,48588506,0.045
"doi:10.57745/FLVSCJ","https://doi.org/10.57745/FLVSCJ","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : Y Fleuves côtiers du Rhône-Méditérannée et Corse","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : Y Fleuves côtiers du Rhône-Méditérannée et Corse"", https://doi.org/10.57745/FLVSCJ, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique Y Fleuves côtiers du Rhône-Méditérannée et Corse Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",146,"2024-06-25T23:35:33Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",4227,247,3478,46,288420487,0.269
"doi:10.57745/ZTO7RB","https://doi.org/10.57745/ZTO7RB","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : N Fleuves côtiers au sud de la Loire","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : N Fleuves côtiers au sud de la Loire"", https://doi.org/10.57745/ZTO7RB, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique N Fleuves côtiers au sud de la Loire Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",25,"2024-06-25T23:02:07Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",363,67,220,9,49695665,0.046
"doi:10.57745/DMFUXW","https://doi.org/10.57745/DMFUXW","Ensemble des fiches de résultats des modèles hydrologiques de surface du projet Explore2","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Ensemble des fiches de résultats des modèles hydrologiques de surface du projet Explore2"", https://doi.org/10.57745/DMFUXW, Recherche Data Gouv, V2, UNF:6:BQvXVnoLTqXqmzY+JVNK9g== [fileUNF]","Ensemble des jeux de donnée par région hydrologique des fiches descriptives des résultats du projet Explore2 aux points de simulation. Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; climate change; adaptation au changement climatique; climate change mitigation",2,"2024-12-03T15:52:39Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",113,43,13,8,38967,0
"doi:10.57745/01LLZJ","https://doi.org/10.57745/01LLZJ","Exemple fiche Garonne","Sauquet, Éric, 2024, ""Exemple fiche Garonne"", https://doi.org/10.57745/01LLZJ, Recherche Data Gouv, V1","Exemple de fiche - les autres sont disponibles et zippées par région hydrographique","explore2","Earth and Environmental Sciences","",1,"2024-07-08T16:17:10Z","Sauquet, Éric",417,146,44,39,1030304,0.001
"doi:10.57745/5UGQAF","https://doi.org/10.57745/5UGQAF","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : E Fleuves côtiers de l'Artois-Picardie","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : E Fleuves côtiers de l'Artois-Picardie"", https://doi.org/10.57745/5UGQAF, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique E Fleuves côtiers de l'Artois-Picardie Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",27,"2024-06-25T22:36:19Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",408,61,276,16,55428235,0.052
"doi:10.57745/DXHPR8","https://doi.org/10.57745/DXHPR8","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : S Fleuves côtiers de l'Adour-Garonne","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : S Fleuves côtiers de l'Adour-Garonne"", https://doi.org/10.57745/DXHPR8, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique S Fleuves côtiers de l'Adour-Garonne Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",6,"2024-06-25T23:08:12Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",307,77,90,21,15508711,0.014
"doi:10.57745/KSDNQ1","https://doi.org/10.57745/KSDNQ1","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : F et H Seine","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : F et H Seine"", https://doi.org/10.57745/KSDNQ1, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique F et H Seine Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",238,"2024-06-25T22:54:54Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",3863,97,3398,28,482634158,0.449
"doi:10.57745/NLYGEP","https://doi.org/10.57745/NLYGEP","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : I Fleuves côtiers bas normands","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : I Fleuves côtiers bas normands"", https://doi.org/10.57745/NLYGEP, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique I Fleuves côtiers bas normands Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",58,"2024-06-25T22:48:40Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",539,66,434,9,117399769,0.109
"doi:10.57745/V7X9VY","https://doi.org/10.57745/V7X9VY","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : D Affluents du Rhin","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : D Affluents du Rhin"", https://doi.org/10.57745/V7X9VY, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique D Affluents du Rhin Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",7,"2024-06-25T22:34:49Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",192,53,90,14,17085549,0.016
"doi:10.57745/SNGXVN","https://doi.org/10.57745/SNGXVN","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : K Loire","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : K Loire"", https://doi.org/10.57745/SNGXVN, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique K Loire Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",371,"2024-06-25T22:55:09Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",4355,168,4113,27,1060163867,0.987
"doi:10.57745/MFDY3G","https://doi.org/10.57745/MFDY3G","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : G Fleuves côtiers haut normands"", https://doi.org/10.57745/MFDY3G, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique G Fleuves côtiers haut normands Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",7,"2024-06-25T22:38:26Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",222,63,97,18,17700131,0.016
"doi:10.57745/TXUSD7","https://doi.org/10.57745/TXUSD7","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : V Rhône","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : V Rhône"", https://doi.org/10.57745/TXUSD7, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique V Rhône Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",225,"2024-06-25T23:47:52Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",4083,210,3649,29,502846642,0.468
"doi:10.57745/ULIHSY","https://doi.org/10.57745/ULIHSY","Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : M Loire","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric, 2024, ""Fiches de résultats des modèles hydrologiques de surface du projet Explore2 : M Loire"", https://doi.org/10.57745/ULIHSY, Recherche Data Gouv, V3","Ensemble de fiche descriptives des résultats du projet Explore2 aux points de simulation pour la région hydrologique M Loire Notice de lecture des fiches de résultats des modèles hydrologiques de surface Le projet Explore2 a produit une quantité inédite de données hydrologiques. Ainsi, des ensembles de projections hydrologiques ont été élaborés sur près de 4000 points de simulation répartis en France hexagonale. Dans un esprit de faciliter la diffusion des résultats et suite à des recommandations faites post-Explore2070, des fiches de synthèse viennent décrire les évolutions de statistiques de débit (descripteurs du régime hydrologique). Ces fiches sont toutes construites sur un schéma identique et privilégient des représentations graphiques. Elles se focalisent sur les résultats concernant les débits obtenus avec le scénario d’émission le plus émetteur (RCP8.5) et aux points disposant de projections issus d’au moins quatre modèles hydrologiques de surface. L’objectif visé des fiches est de donner à voir l’évolution de quelques variables clefs descriptives du régime hydrologique. Les valeurs numériques ne doivent pas être lues sur ces fiches, mais dans les fichiers de données brutes ou d’indicateurs pré-calculés mis à disposition, comme les fiches de synthèse, sur le portail « DRIAS les futurs de l’eau ». Ce document a pour objectif d’expliciter le contenu de ces fiches de synthèse des résultats.","explore2","Earth and Environmental Sciences","fiche résultat; synthèse graphique; modélisation hydrologique; changement climatique; adaptation au changement climatique; atténuation du changement climatique",196,"2024-06-25T23:01:31Z","Héraut, Louis; Vidal, Jean-Philippe; Évin, Guillaume; Sauquet, Éric",1707,68,1598,20,458428591,0.427
